5:50:00	PM	0	3.5
11:00:00	PM	0	5
9:00:00	AM	0	4
9:11:00	AM	104	4
9:12:00	AM	104	4
9:13:00	AM	104	4
9:14:00	AM	104	4
9:15:00	AM	104	4
9:16:00	AM	104	4
9:17:00	AM	104	4
9:18:00	AM	104	4
9:19:00	AM	104	4
9:20:00	AM	104	4
9:21:00	AM	104	4
9:22:00	AM	104	4
9:23:00	AM	104	4
9:24:00	AM	104	4
9:25:00	AM	104	4
9:26:00	AM	104	4
9:27:00	AM	104	4
9:28:00	AM	104	4
9:29:00	AM	104	4
9:30:00	AM	104	4
9:41:00	AM	109	4
9:42:00	AM	109	4
9:43:00	AM	109	4
9:44:00	AM	109	4
9:45:00	AM	109	4
9:46:00	AM	109	4
9:47:00	AM	109	4
9:48:00	AM	109	4
9:49:00	AM	109	4
9:50:00	AM	109	4
9:51:00	AM	109	4
9:52:00	AM	109	4
9:53:00	AM	109	4
9:54:00	AM	109	4
9:55:00	AM	109	4
9:56:00	AM	109	4
9:57:00	AM	109	4
9:58:00	AM	109	4
9:59:00	AM	109	4
10:00:00	AM	109	4
10:11:00	AM	106	4
10:12:00	AM	106	4
10:13:00	AM	106	4
10:14:00	AM	106	4
10:15:00	AM	106	4
10:16:00	AM	106	4
10:17:00	AM	106	4
10:18:00	AM	106	4
10:19:00	AM	106	4
10:20:00	AM	106	4
10:21:00	AM	106	4
10:22:00	AM	106	4
10:23:00	AM	106	4
10:24:00	AM	106	4
10:25:00	AM	106	4
10:26:00	AM	106	4
10:27:00	AM	106	4
10:28:00	AM	106	4
10:29:00	AM	106	4
10:30:00	AM	106	4
10:40:00	AM	0	3.5
10:51:00	AM	105	3.5
10:52:00	AM	105	3.5
10:53:00	AM	105	3.5
10:54:00	AM	105	3.5
10:55:00	AM	105	3.5
10:56:00	AM	105	3.5
10:57:00	AM	105	3.5
10:58:00	AM	105	3.5
10:59:00	AM	105	3.5
11:00:00	AM	105	3.5
2:00:30	PM	102	5
2:01:00	PM	102	5
2:01:30	PM	102	5
2:02:00	PM	102	5
2:02:30	PM	101	5
2:03:00	PM	102	5
2:03:30	PM	101	5
2:04:00	PM	102	5
2:04:30	PM	102	5
2:05:00	PM	102	5
2:05:30	PM	101	5
2:06:00	PM	100	5
2:06:30	PM	101	5
2:07:00	PM	102	5
2:07:30	PM	102	5
2:08:00	PM	100	5
2:08:30	PM	100	5
2:09:00	PM	101	5
2:09:30	PM	100	5
2:10:00	PM	102	5
2:10:30	PM	100	5
2:11:00	PM	100	5
2:11:30	PM	101	5
2:12:00	PM	100	5
2:12:30	PM	101	5
2:13:00	PM	100	5
2:13:30	PM	102	5
2:14:00	PM	101	5
2:14:30	PM	100	5
2:15:00	PM	101	5
2:15:30	PM	101	5
2:16:00	PM	101	5
2:16:30	PM	102	5
2:17:00	PM	102	5
2:17:30	PM	101	5
